Y-M-D,H-M-S,Roll_hand,Pitch_hand,Yaw_hand,Acc_x_hand,Acc_y_hand,Acc_z_hand,Roll_head,Pitch_head,Yaw_head,Acc_x_head,Acc_y_head,Acc_z_head
2022-11-14,02:38:02.312972,-29.09,73.18,172.23,-1.0,3.0,1.3,-103.48,-10.04,-174.57,0.0,0.0,0.0
2022-11-14,02:38:02.413020,-28.25,73.19,171.95,0.4,-0.8,-0.1,-102.78,-9.74,-173.99,-0.2,-3.6999999999999997,1.0
2022-11-14,02:38:02.513036,-28.97,73.09,171.27,0.0,-3.1,-0.7000000000000001,-101.94,-9.59,-173.85,0.0,0.0,0.0
2022-11-14,02:38:02.795393,-30.07,72.82,170.42,1.0999999999999999,-9.2,-2.4,-101.31,-9.17,-174.17,1.4000000000000001,2.9000000000000004,-3.6999999999999997
2022-11-14,02:38:02.799001,-32.42,72.8,170.39,4.0,-12.9,-2.3,-101.36,-8.79,-174.52,2.4,9.9,-7.199999999999999
2022-11-14,02:38:02.812980,-32.44,73.03,172.52,0.4,3.2,1.4000000000000001,-101.47,-8.19,-174.63,2.4,15.8,-2.8000000000000003
2022-11-14,02:38:02.912970,-32.75,73.11,173.99,-1.7000000000000002,8.4,3.3000000000000003,-100.36,-7.83,-174.73,0.0,0.0,0.0
2022-11-14,02:38:03.012985,-30.95,73.21,175.98,-2.3,11.1,3.6999999999999997,-99.2,-7.7,-174.69,-0.8999999999999999,-2.7,0.8
2022-11-14,02:38:03.112971,-31.11,73.47,176.59,-0.1,1.0,0.0,-98.34,-7.69,-174.8,-2.6,-5.8999999999999995,0.8999999999999999
2022-11-14,02:38:03.435854,-32.27,73.45,176.0,-2.6,3.3000000000000003,1.7000000000000002,-98.17,-7.99,-174.94,-3.6999999999999997,-8.1,-0.1
2022-11-14,02:38:03.440957,-31.43,73.37,176.29,0.0,0.0,0.0,-98.27,-7.95,-175.01,-3.5999999999999996,-9.9,-1.6
2022-11-14,02:38:03.444872,-30.88,73.33,176.38,0.0,0.0,0.0,-98.53,-7.95,-175.15,0.0,0.0,0.0
2022-11-14,02:38:03.512946,-29.58,73.44,177.03,0.0,0.0,0.0,-98.63,-8.17,-175.31,0.0,0.0,0.0
2022-11-14,02:38:03.612893,-29.87,73.42,176.66,0.0,0.0,0.0,-98.67,-8.28,-175.66,0.0,0.0,0.0
2022-11-14,02:38:03.712962,-29.65,73.47,176.59,0.1,-0.1,0.0,-99.02,-8.43,-175.85,0.0,0.0,0.0
2022-11-14,02:38:03.994992,-29.7,73.56,176.54,0.0,0.0,0.0,-99.34,-8.54,-175.97,-2.1999999999999997,0.1,2.1
2022-11-14,02:38:03.998552,-29.46,73.59,176.41,0.0,0.0,0.0,-99.46,-8.48,-176.56,0.3,0.5,-0.2
2022-11-14,02:38:04.012931,-29.2,73.68,176.39,0.0,0.0,0.0,-99.7,-8.34,-176.73,0.0,0.0,0.0
2022-11-14,02:38:04.113858,-29.12,73.75,176.42,0.0,0.0,0.0,-99.68,-8.23,-176.9,0.0,0.0,0.0
2022-11-14,02:38:04.214933,-29.96,73.8,176.43,-5.5,-0.8,-1.4000000000000001,-99.61,-8.14,-177.05,-0.8,0.5,0.0
2022-11-14,02:38:04.314883,-28.38,73.91,177.81,-13.3,3.6999999999999997,-3.9,-99.56,-8.16,-177.05,-7.3,4.0,-1.7999999999999998
2022-11-14,02:38:04.690028,-27.62,74.31,178.92,-17.5,0.5,-7.7,-99.3,-7.85,-177.14,-15.9,8.4,4.6
2022-11-14,02:38:04.695087,-26.16,75.15,179.86,-27.6,9.8,-2.5,-97.7,-7.04,-176.89,-25.5,9.6,3.8
2022-11-14,02:38:04.699076,-23.29,76.3,-179.54,-36.7,14.799999999999999,-5.0,-97.42,-6.46,-176.76,-37.6,11.5,14.299999999999999
2022-11-14,02:38:04.713031,-21.11,77.61,179.9,-47.699999999999996,17.599999999999998,-13.4,-96.26,-4.16,-176.6,-59.9,15.2,35.3
2022-11-14,02:38:04.813005,-13.21,80.07,-175.16,-59.5,18.6,-16.900000000000002,-94.11,-0.04,-177.08,-92.4,26.1,50.5
2022-11-14,02:38:04.912973,7.46,83.91,-155.3,-67.60000000000001,20.4,-14.2,-91.79,4.49,-177.42,-123.70000000000002,40.0,46.400000000000006
2022-11-14,02:38:05.195573,61.2,84.71,-105.89,-52.6,27.700000000000003,6.9,-90.66,7.07,-177.39,-125.49999999999999,40.8,31.7
2022-11-14,02:38:05.199027,89.77,82.92,-79.31,-33.5,30.9,12.6,-90.85,8.54,-178.4,-98.1,33.5,30.2
2022-11-14,02:38:05.212980,102.18,83.46,-67.07,-18.0,31.8,3.4000000000000004,-90.59,10.46,-179.99,-63.0,28.599999999999998,26.400000000000002
2022-11-14,02:38:05.312955,109.41,82.84,-63.39,-2.7,38.4,3.2,-90.45,11.9,178.9,-40.300000000000004,25.1,12.6
2022-11-14,02:38:05.412946,118.55,81.41,-57.87,8.7,39.300000000000004,4.3999999999999995,-91.38,12.77,176.69,-24.099999999999998,26.8,4.2
2022-11-14,02:38:05.512934,122.88,80.08,-56.38,15.8,35.0,4.7,-91.87,13.02,173.34,-9.6,33.300000000000004,6.800000000000001
2022-11-14,02:38:05.837286,122.5,78.88,-57.07,19.400000000000002,29.2,4.1000000000000005,-91.81,12.8,170.25,4.8,38.4,3.5000000000000004
2022-11-14,02:38:05.842472,118.61,78.27,-58.32,21.4,29.2,0.0,-91.65,12.83,168.55,19.6,43.5,-0.2
2022-11-14,02:38:05.846224,111.12,77.39,-65.12,24.4,43.4,5.4,-92.36,12.44,166.42,20.4,47.0,-9.2
2022-11-14,02:38:05.912927,106.74,76.16,-68.52,23.5,52.2,9.5,-94.8,8.54,155.15,-1.3,52.1,-15.8
2022-11-14,02:38:06.012957,107.26,75.42,-69.75,19.6,51.300000000000004,7.8,-96.8,1.3,135.39,-10.9,58.699999999999996,-6.4
2022-11-14,02:38:06.112938,105.34,75.07,-75.1,17.9,53.300000000000004,8.799999999999999,-95.95,-4.36,117.77,-5.2,57.099999999999994,0.1
2022-11-14,02:38:06.396175,105.5,73.88,-82.23,13.4,44.7,8.799999999999999,-95.39,-6.85,105.4,4.0,54.0,5.5
2022-11-14,02:38:06.399630,102.54,73.45,-91.17,8.799999999999999,39.2,7.6,-94.61,-7.12,95.24,8.9,50.0,7.199999999999999
2022-11-14,02:38:06.412935,98.35,73.06,-100.68,4.9,37.2,6.3,-93.95,-6.76,86.12,10.5,39.4,3.3000000000000003
2022-11-14,02:38:06.512927,96.33,72.67,-108.01,1.6,37.7,2.0,-94.08,-6.24,80.61,7.000000000000001,28.9,-0.7000000000000001
2022-11-14,02:38:06.612945,98.35,72.18,-111.75,1.0,36.6,-4.9,-94.35,-5.96,76.95,-3.5999999999999996,27.1,-3.4000000000000004
2022-11-14,02:38:06.712968,105.77,71.08,-110.56,1.7999999999999998,28.499999999999996,-10.7,-95.26,-5.53,74.52,-21.6,26.6,-8.0
2022-11-14,02:38:07.036342,114.73,71.5,-106.33,8.3,20.5,1.3,-96.62,-5.19,73.18,-42.9,14.499999999999998,-5.800000000000001
2022-11-14,02:38:07.041336,119.42,70.95,-106.26,26.900000000000002,15.8,6.5,-98.21,-5.31,73.47,-26.5,11.600000000000001,-12.5
2022-11-14,02:38:07.045333,122.14,69.8,-108.86,47.8,14.000000000000002,-0.2,-100.05,-6.19,73.72,-4.7,7.199999999999999,-12.4
2022-11-14,02:38:07.112964,123.52,69.46,-112.37,65.2,13.700000000000001,-1.0999999999999999,-102.0,-7.83,73.54,11.1,4.7,-28.499999999999996
2022-11-14,02:38:07.212932,125.37,69.75,-113.88,71.3,11.200000000000001,1.0999999999999999,-104.3,-10.49,73.32,24.2,-1.2,-38.1
2022-11-14,02:38:07.312945,128.69,71.49,-114.14,73.1,8.7,5.800000000000001,-106.88,-14.15,73.43,31.900000000000002,-4.8,-42.199999999999996
2022-11-14,02:38:07.596074,133.6,73.41,-110.49,67.9,5.0,7.1,-107.65,-15.4,73.22,37.1,-5.2,-41.4
2022-11-14,02:38:07.599653,141.03,75.05,-105.31,-0.1,0.0,0.1,-108.45,-15.84,73.68,41.5,-1.6,-39.7
2022-11-14,02:38:07.612963,145.43,76.54,-102.16,-4.0,3.8,1.7000000000000002,-109.84,-17.07,74.65,48.8,3.1,-34.699999999999996
2022-11-14,02:38:07.712940,146.27,77.81,-102.49,1.6,0.0,-0.1,-110.49,-18.18,75.4,56.699999999999996,10.100000000000001,-24.2
2022-11-14,02:38:07.813018,149.07,78.71,-101.04,6.5,-0.8999999999999999,-0.8,-110.92,-19.07,75.84,63.3,15.9,-15.5
2022-11-14,02:38:07.912922,154.44,79.24,-96.57,0.0,0.0,0.0,-111.21,-19.58,75.91,68.10000000000001,20.1,-7.8
2022-11-14,02:38:08.236919,157.35,79.62,-94.4,0.0,0.0,0.0,-111.8,-19.55,76.19,71.89999999999999,21.9,-2.0
2022-11-14,02:38:08.242071,157.31,79.78,-95.09,0.5,0.0,0.0,-112.25,-19.74,76.34,74.4,23.0,2.1
2022-11-14,02:38:08.245972,157.78,79.87,-94.43,1.9,1.3,0.6,-112.58,-19.82,76.59,0.0,0.0,0.0
2022-11-14,02:38:08.312908,159.57,80.43,-92.56,4.3,4.8,1.2,-112.62,-19.56,76.77,0.0,0.0,0.0
2022-11-14,02:38:08.412900,159.74,81.04,-93.07,0.0,0.0,0.0,-112.6,-19.44,76.96,1.4000000000000001,-0.4,0.8999999999999999
2022-11-14,02:38:08.512983,156.71,81.21,-95.98,-0.4,-0.3,-0.4,-111.96,-18.93,77.11,4.3999999999999995,0.8,5.2
2022-11-14,02:38:08.796117,150.84,80.07,-101.09,-5.0,-4.2,-4.9,-111.37,-18.03,76.94,10.7,3.1,16.900000000000002
2022-11-14,02:38:08.799732,153.97,78.31,-93.65,-14.299999999999999,-12.4,-6.1,-111.42,-16.65,77.94,20.8,3.1,41.5
2022-11-14,02:38:08.812968,159.49,75.96,-77.48,-19.5,-23.200000000000003,4.3,-110.53,-13.4,80.28,37.4,3.4000000000000004,73.3
2022-11-14,02:38:08.912940,161.61,74.44,-63.06,-13.700000000000001,-26.0,11.4,-108.12,-10.25,83.62,53.6,14.2,90.10000000000001
2022-11-14,02:38:09.013016,159.21,75.7,-50.67,-1.3,-24.7,15.7,-105.27,-7.49,87.31,63.7,28.299999999999997,81.6
2022-11-14,02:38:09.112970,146.48,77.33,-50.91,12.5,-23.3,20.1,-102.31,-4.49,91.48,66.8,41.5,63.3
2022-11-14,02:38:09.436146,128.71,77.84,-58.85,29.2,-18.7,20.1,-99.5,-1.66,95.45,61.7,51.2,43.6
2022-11-14,02:38:09.440881,115.63,77.25,-63.11,39.300000000000004,-13.3,14.799999999999999,-96.54,0.28,98.15,51.1,46.300000000000004,28.499999999999996
2022-11-14,02:38:09.444914,109.17,76.4,-64.55,40.0,-9.700000000000001,15.1,-94.83,1.93,102.08,37.7,31.0,21.0
2022-11-14,02:38:09.512937,107.14,74.81,-62.74,35.4,-8.200000000000001,10.5,-93.99,4.3,110.04,30.3,13.900000000000002,21.3
2022-11-14,02:38:09.612936,109.31,74.1,-58.25,26.3,-0.6,12.0,-92.29,10.59,126.17,35.099999999999994,1.0999999999999999,19.400000000000002
2022-11-14,02:38:09.712971,113.71,77.3,-50.56,8.0,-1.5,6.6000000000000005,-89.14,15.46,145.86,24.5,8.5,17.8
2022-11-14,02:38:09.996344,115.97,79.01,-45.17,15.6,0.0,4.0,-84.31,18.07,159.29,-3.4000000000000004,10.8,15.8
2022-11-14,02:38:09.999866,120.11,78.29,-39.65,0.0,0.0,0.0,-81.02,19.66,165.81,-16.3,4.3999999999999995,10.8
2022-11-14,02:38:10.012912,120.55,78.32,-37.65,-7.000000000000001,6.5,0.2,-79.44,20.53,169.6,-21.0,5.0,8.200000000000001
2022-11-14,02:38:10.112914,121.62,77.64,-37.91,-1.0999999999999999,6.9,1.9,-78.59,20.69,171.55,-23.3,9.3,7.5
2022-11-14,02:38:10.212907,120.34,77.28,-40.29,-2.6,5.4,2.9000000000000004,-77.45,21.75,173.07,-0.1,0.2,-0.5
2022-11-14,02:38:10.312901,119.69,76.96,-41.13,0.6,3.3000000000000003,1.0999999999999999,-76.56,22.75,173.9,0.0,0.0,0.0
2022-11-14,02:38:10.636072,119.47,76.83,-43.47,0.0,0.0,0.0,-75.87,23.06,174.1,0.0,0.0,0.0
2022-11-14,02:38:10.641009,118.59,76.76,-45.17,0.0,0.0,0.0,-75.39,23.06,173.97,-0.5,-0.4,-0.2
2022-11-14,02:38:10.644979,118.22,76.79,-45.54,0.0,1.0999999999999999,0.4,-75.09,23.12,173.39,0.0,0.0,0.0
2022-11-14,02:38:10.712855,118.38,77.01,-45.64,0.0,0.2,0.0,-74.87,23.26,173.19,0.0,0.0,0.0
2022-11-14,02:38:10.812919,119.2,77.5,-45.67,0.5,-0.2,0.6,-74.74,23.42,173.25,0.0,0.0,0.0
2022-11-14,02:38:10.912849,119.02,77.42,-46.03,0.0,0.0,0.0,-74.73,23.49,173.35,0.0,0.0,0.0
2022-11-14,02:38:11.195727,118.82,77.3,-46.06,0.0,0.0,0.0,-74.67,23.49,173.39,0.0,0.0,0.0
2022-11-14,02:38:11.199194,118.45,77.28,-46.21,0.0,0.0,0.0,-74.99,23.39,173.19,-0.4,0.5,0.2
2022-11-14,02:38:11.212844,118.29,77.31,-46.43,0.0,0.0,0.0,-75.04,23.38,173.07,0.0,0.0,0.0
2022-11-14,02:38:11.312867,118.25,77.25,-46.61,0.0,0.0,0.0,-74.92,23.35,173.03,0.0,0.0,0.0
2022-11-14,02:38:11.412842,118.33,77.07,-46.98,0.0,0.0,0.0,-74.89,23.22,172.92,0.0,0.0,0.0
2022-11-14,02:38:11.512833,118.12,76.89,-47.25,0.0,0.0,0.0,-74.82,22.95,172.74,0.0,0.0,0.0
2022-11-14,02:38:11.836816,118.0,76.93,-46.95,0.0,0.0,0.0,-75.07,22.91,172.57,0.0,0.0,0.0
2022-11-14,02:38:11.841767,118.23,76.99,-46.43,0.0,0.0,0.0,-75.12,23.04,172.48,0.0,0.0,0.0
2022-11-14,02:38:11.845686,118.24,76.98,-46.24,0.0,0.0,0.0,-74.96,23.09,172.71,0.0,0.0,0.0
2022-11-14,02:38:11.912824,118.28,76.98,-46.17,0.0,0.0,0.0,-75.02,23.09,172.69,0.0,0.0,0.0
2022-11-14,02:38:12.012825,118.14,76.97,-46.32,0.0,0.0,0.0,-75.19,23.14,172.51,0.0,0.0,0.0
2022-11-14,02:38:12.112834,117.96,76.98,-46.3,0.0,0.0,0.0,-75.31,23.06,172.44,0.0,0.0,0.0
2022-11-14,02:38:12.394257,117.81,76.99,-46.42,0.0,0.0,0.0,-75.3,23.02,172.44,0.0,0.0,0.0
2022-11-14,02:38:12.397733,117.7,76.94,-46.43,0.0,0.0,0.0,-75.24,23.07,172.46,0.0,0.0,0.0
2022-11-14,02:38:12.412879,117.47,76.91,-46.85,0.0,0.0,0.0,-75.17,22.87,172.48,0.0,0.0,0.0
2022-11-14,02:38:12.512893,116.99,76.92,-47.12,1.0999999999999999,-1.7000000000000002,0.3,-74.87,22.9,172.32,1.0,-0.4,-0.1
2022-11-14,02:38:12.612928,116.43,76.91,-46.26,-0.1,0.2,-0.2,-75.38,22.31,172.23,5.7,-1.4000000000000001,-2.8000000000000003
2022-11-14,02:38:12.712876,116.79,77.0,-44.68,0.0,0.0,0.0,-76.42,20.37,173.23,6.6000000000000005,1.0999999999999999,-3.1
2022-11-14,02:38:13.035106,117.38,76.97,-44.59,-2.0,5.8999999999999995,-0.5,-77.55,17.92,174.94,3.5000000000000004,2.4,-3.5000000000000004
2022-11-14,02:38:13.040420,117.52,76.44,-46.36,1.4000000000000001,-3.2,0.6,-78.55,15.52,175.6,-0.5,-0.4,-5.6000000000000005
2022-11-14,02:38:13.044156,117.02,75.94,-47.42,0.0,-0.2,0.0,-80.88,12.73,174.63,-0.4,0.4,0.8
2022-11-14,02:38:13.112920,116.55,75.88,-47.88,-0.1,-0.3,0.0,-82.69,10.49,173.46,-3.5999999999999996,2.8000000000000003,3.9
2022-11-14,02:38:13.212871,116.43,75.98,-47.61,0.0,0.0,0.0,-83.41,8.99,172.51,0.0,0.0,0.0
2022-11-14,02:38:13.312861,116.02,76.08,-47.49,0.0,0.0,0.0,-83.51,7.42,171.65,-4.1000000000000005,1.0,2.7
2022-11-14,02:38:13.594604,115.88,76.27,-46.9,-0.1,0.3,0.0,-83.7,6.81,170.32,0.0,0.1,0.1
2022-11-14,02:38:13.598215,116.59,76.55,-46.23,0.0,-0.2,-0.1,-83.31,7.77,169.88,-1.7999999999999998,1.7000000000000002,6.7
2022-11-14,02:38:13.612896,117.7,76.54,-45.46,-0.8,2.1999999999999997,0.0,-81.88,10.25,170.05,-1.3,0.1,-1.4000000000000001
2022-11-14,02:38:13.712880,118.97,76.48,-46.22,0.2,-0.8,0.3,-80.77,12.56,171.02,0.0,0.0,0.0
2022-11-14,02:38:13.812898,118.69,76.15,-47.15,1.9,-4.2,1.4000000000000001,-79.79,15.02,171.85,0.7000000000000001,1.7000000000000002,-1.0
2022-11-14,02:38:13.912904,118.45,76.31,-46.63,2.7,-7.000000000000001,2.1,-78.48,16.96,172.41,5.5,2.7,-2.7
2022-11-14,02:38:14.236049,118.27,76.7,-45.09,0.0,0.0,0.0,-77.67,17.69,172.99,-0.2,0.0,-0.3
2022-11-14,02:38:14.240908,118.55,77.04,-43.95,-1.4000000000000001,4.9,-0.7000000000000001,-77.35,18.0,173.39,0.0,0.0,0.0
2022-11-14,02:38:14.244771,119.5,77.09,-43.57,0.8999999999999999,-1.7000000000000002,0.0,-76.9,18.22,173.75,-0.4,-0.3,0.0
2022-11-14,02:38:14.312859,119.46,76.93,-42.7,0.0,0.0,0.0,-76.81,18.74,173.86,-1.9,-1.6,-2.5
2022-11-14,02:38:14.412889,119.76,76.9,-42.14,-1.7000000000000002,2.8000000000000003,-0.1,-77.66,18.89,173.41,-0.3,1.0,0.7000000000000001
2022-11-14,02:38:14.512881,120.49,76.96,-42.07,-0.4,0.8,0.7000000000000001,-77.87,19.05,173.1,0.0,0.0,0.0
2022-11-14,02:38:14.796057,121.13,77.21,-41.57,0.6,-2.3,0.2,-77.77,19.15,172.3,-1.7999999999999998,3.1,2.1
2022-11-14,02:38:14.799586,120.85,77.21,-41.88,0.0,0.0,0.0,-76.13,19.6,171.75,0.8,-1.2,-1.3
2022-11-14,02:38:14.812821,120.44,77.03,-42.64,0.0,0.0,0.0,-75.56,20.59,171.93,2.1999999999999997,-5.1,-4.9
2022-11-14,02:38:14.912838,120.61,77.0,-42.81,0.0,0.0,0.0,-76.1,20.64,171.46,0.0,0.0,0.0
2022-11-14,02:38:15.012808,120.55,77.03,-43.12,0.0,0.0,0.0,-76.48,20.37,171.07,-1.0999999999999999,2.1999999999999997,1.7999999999999998
2022-11-14,02:38:15.112811,120.4,77.0,-43.49,0.0,0.0,0.0,-76.29,20.52,170.84,0.0,0.0,0.0
2022-11-14,02:38:15.436355,120.22,76.95,-43.81,0.0,0.0,0.0,-76.11,20.61,170.5,0.0,0.0,0.0
2022-11-14,02:38:15.441259,120.06,76.91,-44.13,0.0,0.0,0.0,-76.17,20.48,170.28,0.0,0.0,0.0
2022-11-14,02:38:15.445202,119.9,76.9,-44.26,0.0,0.0,0.0,-76.27,20.4,170.0,0.0,0.0,0.0
2022-11-14,02:38:15.512809,119.88,76.97,-44.1,0.0,0.0,0.0,-76.25,20.43,169.7,0.0,0.0,0.0
2022-11-14,02:38:15.612848,119.75,76.94,-44.17,0.0,0.0,0.0,-76.26,20.45,169.75,0.0,0.0,0.0
2022-11-14,02:38:15.712813,119.72,76.96,-44.24,0.0,0.0,0.0,-76.31,20.38,169.71,0.0,0.0,0.0
2022-11-14,02:38:15.995291,119.63,76.96,-44.27,0.0,0.0,0.0,-76.21,20.25,169.62,0.0,0.0,0.0
2022-11-14,02:38:15.998840,119.56,77.06,-44.19,0.0,0.0,0.0,-76.3,20.25,169.54,0.0,0.0,0.0
2022-11-14,02:38:16.012870,119.54,77.05,-44.54,0.0,0.0,0.0,-76.36,20.34,169.35,0.0,0.0,0.0
2022-11-14,02:38:16.112790,119.48,77.07,-44.7,0.0,0.0,0.0,-76.28,20.33,169.17,0.0,0.0,0.0
2022-11-14,02:38:16.212805,119.41,77.02,-45.0,0.0,0.0,0.0,-76.31,20.32,168.83,0.0,0.0,0.0
2022-11-14,02:38:16.312834,119.49,76.97,-45.53,0.0,0.0,0.0,-76.45,20.26,168.45,0.0,0.0,0.0
2022-11-14,02:38:16.636919,119.37,76.92,-46.15,0.0,0.0,0.0,-76.46,20.17,167.87,0.0,0.0,0.0
2022-11-14,02:38:16.641812,119.87,76.82,-46.66,0.0,0.0,0.0,-76.59,20.21,167.34,0.0,0.0,0.0
2022-11-14,02:38:16.645695,119.96,76.73,-47.5,-0.1,-1.0,0.0,-77.04,20.14,167.06,0.0,0.0,0.0
2022-11-14,02:38:16.712932,120.12,76.97,-46.8,0.0,-0.2,-0.1,-77.45,20.05,166.78,0.0,0.0,0.0
2022-11-14,02:38:16.812968,119.13,77.33,-45.99,1.0999999999999999,-5.0,-1.9,-77.82,19.86,166.42,-1.0999999999999999,0.5,-0.4
2022-11-14,02:38:16.912921,116.38,78.81,-43.57,7.6,-31.900000000000002,0.4,-78.7,19.6,164.96,-7.000000000000001,2.4,-1.3
2022-11-14,02:38:17.196535,97.75,75.43,-54.71,41.699999999999996,-106.80000000000001,30.2,-80.47,19.0,157.53,-22.0,8.3,-4.5
2022-11-14,02:38:17.200051,81.87,56.14,-60.19,70.8,-147.3,113.39999999999999,-83.63,16.39,141.6,-36.9,19.5,-9.0
2022-11-14,02:38:17.212850,68.92,27.89,-57.81,59.8,-84.1,184.20000000000002,-87.15,11.78,122.12,-33.4,25.2,-11.899999999999999
2022-11-14,02:38:17.312828,62.8,-0.7,-53.26,20.5,0.2,150.5,-89.16,7.12,109.17,-20.0,17.7,-6.2
2022-11-14,02:38:17.412867,64.17,-20.95,-50.16,-1.2,21.9,56.00000000000001,-89.78,5.55,103.65,-8.0,9.5,-0.4
2022-11-14,02:38:17.512886,67.26,-29.38,-49.6,-10.299999999999999,14.000000000000002,-18.0,-90.15,5.22,102.57,-1.0999999999999999,5.7,0.8
2022-11-14,02:38:17.836320,71.51,-24.72,-53.09,-17.7,3.3000000000000003,-92.9,-90.54,5.4,103.11,0.7000000000000001,6.4,1.5
2022-11-14,02:38:17.841204,76.33,-3.97,-57.73,-34.9,30.3,-163.79999999999998,-90.47,5.51,103.44,0.0,0.0,0.0
2022-11-14,02:38:17.845140,78.97,27.1,-62.8,-65.8,109.3,-157.8,-89.93,5.7,103.26,-0.8,-1.0999999999999999,-0.5
2022-11-14,02:38:17.912862,80.26,54.1,-66.61,-62.6,146.3,-79.3,-89.62,6.2,103.6,-2.4,-7.6,-0.8
2022-11-14,02:38:18.012847,81.88,73.08,-70.28,-38.1,106.3,-17.9,-89.75,6.76,105.1,0.0,0.0,0.0
2022-11-14,02:38:18.112849,90.16,81.78,-65.8,-9.1,48.4,-2.3,-89.65,7.44,109.98,8.1,-7.9,2.9000000000000004
2022-11-14,02:38:18.395183,105.62,83.52,-54.7,8.3,-9.9,-3.1,-90.94,11.54,126.26,27.800000000000004,-11.700000000000001,1.0
2022-11-14,02:38:18.398687,103.19,78.67,-55.82,26.1,-76.8,6.3,-91.16,16.42,145.08,28.799999999999997,11.700000000000001,4.6
2022-11-14,02:38:18.412858,92.02,62.25,-63.06,41.5,-153.9,65.8,-89.99,18.09,155.55,13.100000000000001,29.9,4.1000000000000005
2022-11-14,02:38:18.512814,82.45,31.62,-65.56,36.3,-139.79999999999998,181.5,-89.16,16.79,159.11,2.5,35.5,-0.1
2022-11-14,02:38:18.612829,75.28,-2.31,-63.9,17.5,-35.8,203.10000000000002,-89.24,15.74,159.64,-3.4000000000000004,36.0,-0.5
2022-11-14,02:38:18.712830,69.8,-27.47,-60.97,7.6,18.4,119.10000000000001,-89.38,15.69,159.65,0.7000000000000001,-1.9,1.2
2022-11-14,02:38:19.036372,69.48,-38.51,-57.83,3.3000000000000003,14.2,24.0,-89.47,15.6,159.5,1.2,0.2,0.4
2022-11-14,02:38:19.041356,67.44,-37.77,-56.12,-2.5,1.0999999999999999,-50.6,-89.49,15.7,159.79,3.8,2.0,1.6
2022-11-14,02:38:19.045253,70.51,-25.31,-59.7,-10.2,-2.7,-118.30000000000001,-89.44,15.79,160.13,0.0,0.0,0.0
2022-11-14,02:38:19.112863,75.52,-3.23,-62.52,-20.9,38.2,-147.4,-89.41,15.47,160.09,-0.3,0.2,-0.4
2022-11-14,02:38:19.212836,78.35,21.55,-64.06,-33.1,79.3,-135.7,-89.78,15.09,159.59,-0.1,2.8000000000000003,0.3
2022-11-14,02:38:19.312851,82.2,46.85,-65.71,-39.900000000000006,106.89999999999999,-87.1,-89.42,15.23,160.24,0.0,0.0,0.0
2022-11-14,02:38:19.595616,86.2,66.02,-65.57,-34.0,94.8,-32.5,-89.34,15.42,161.31,-1.6,0.6,-0.5
2022-11-14,02:38:19.599139,92.77,76.31,-62.55,-18.7,55.900000000000006,-5.1,-89.29,16.05,161.93,0.1,0.3,-0.3
2022-11-14,02:38:19.612847,100.22,80.54,-57.3,-0.2,3.2,2.0,-89.63,16.12,162.28,-0.2,4.1000000000000005,-1.5
2022-11-14,02:38:19.712809,97.7,74.82,-60.1,19.2,-72.6,17.4,-90.31,15.9,161.88,-1.4000000000000001,10.6,-1.4000000000000001
2022-11-14,02:38:19.812815,90.05,56.15,-65.96,27.800000000000004,-124.50000000000001,72.6,-90.76,15.55,161.18,-0.8,15.8,-0.6
2022-11-14,02:38:19.912803,84.96,28.7,-66.84,25.7,-105.2,143.1,-91.01,15.1,160.48,-2.9000000000000004,19.6,-0.6
2022-11-14,02:38:20.250836,74.69,-1.13,-63.22,13.700000000000001,-41.0,174.4,-91.1,15.19,159.61,0.2,-0.5,0.2
2022-11-14,02:38:20.255977,67.55,-23.94,-58.97,-0.5,10.0,116.39999999999999,-90.99,15.47,159.19,0.0,0.0,0.0
2022-11-14,02:38:20.259732,67.08,-37.67,-55.78,-9.2,19.400000000000002,35.099999999999994,-91.09,15.46,158.69,1.2,0.4,2.0
2022-11-14,02:38:20.312854,67.69,-39.61,-54.81,-8.9,8.6,-39.7,-90.65,15.67,158.82,0.0,0.0,0.0
2022-11-14,02:38:20.412861,69.55,-26.64,-56.42,-15.2,3.8,-110.3,-90.21,15.64,159.24,0.0,0.0,0.0
2022-11-14,02:38:20.512840,75.63,-2.66,-59.66,-30.5,45.300000000000004,-152.0,-89.61,15.47,159.89,0.0,-1.6,-0.8999999999999999
2022-11-14,02:38:20.797806,80.45,26.55,-62.88,-43.8,97.8,-133.6,-89.44,15.45,160.47,-0.5,0.0,-0.3
2022-11-14,02:38:20.801506,85.9,53.78,-64.83,-42.0,107.2,-64.7,-89.22,15.52,160.88,0.0,0.0,0.0
2022-11-14,02:38:20.812843,94.97,69.87,-65.07,-22.0,70.6,-10.7,-88.93,15.6,161.82,-0.2,0.0,0.0
2022-11-14,02:38:20.912820,104.66,73.46,-59.89,-7.6,35.0,1.2,-89.15,15.85,162.17,-2.8000000000000003,2.7,-0.3
2022-11-14,02:38:21.012793,109.19,72.98,-54.72,1.7999999999999998,6.4,6.7,-89.33,15.95,161.66,-2.1,5.8999999999999995,-0.8
2022-11-14,02:38:21.112819,109.37,72.77,-50.24,-15.5,2.3,6.4,-89.88,15.58,160.96,-3.1,8.5,-0.8
2022-11-14,02:38:21.437700,110.28,73.83,-48.85,0.5,0.5,-0.1,-90.1,15.49,160.08,-2.4,10.8,1.3
